library_index,row_index,label,scenario_class,theta,dv_kms,term_reason,success,min_rM,min_corridor_dist,preview_path
0,1810,2,bad,0.6346651825433925,3.0043478260869563,invalid_preflyby_earth_return,False,0.9869157187750116,,C:\Users\willi\MEX\PPO LSTM CR3BP\PPO LSTM CR3BP V4\rough_scenario_classification\handoff_library_previews\libidx_000000__row_001810__label_2__invalid_preflyby_earth_return.png
1,1825,2,bad,1.5866629563584815,3.0043478260869563,invalid_preflyby_earth_return,False,1.0020946520780103,,C:\Users\willi\MEX\PPO LSTM CR3BP\PPO LSTM CR3BP V4\rough_scenario_classification\handoff_library_previews\libidx_000001__row_001825__label_2__invalid_preflyby_earth_return.png
2,1854,2,bad,3.42719198573432,3.0043478260869563,invalid_preflyby_earth_return,False,0.4835412233714885,,C:\Users\willi\MEX\PPO LSTM CR3BP\PPO LSTM CR3BP V4\rough_scenario_classification\handoff_library_previews\libidx_000002__row_001854__label_2__invalid_preflyby_earth_return.png
3,1856,2,bad,3.5541250222429985,3.0043478260869563,invalid_preflyby_earth_return,False,0.4670958567239544,,C:\Users\willi\MEX\PPO LSTM CR3BP\PPO LSTM CR3BP V4\rough_scenario_classification\handoff_library_previews\libidx_000003__row_001856__label_2__invalid_preflyby_earth_return.png
4,1871,2,bad,4.506122796058087,3.0043478260869563,invalid_preflyby_earth_return,False,0.7879463660037588,,C:\Users\willi\MEX\PPO LSTM CR3BP\PPO LSTM CR3BP V4\rough_scenario_classification\handoff_library_previews\libidx_000004__row_001871__label_2__invalid_preflyby_earth_return.png
5,1876,2,bad,4.823455387329783,3.0043478260869563,invalid_preflyby_earth_return,False,0.9561972340909808,,C:\Users\willi\MEX\PPO LSTM CR3BP\PPO LSTM CR3BP V4\rough_scenario_classification\handoff_library_previews\libidx_000005__row_001876__label_2__invalid_preflyby_earth_return.png
6,1881,2,bad,5.14078797860148,3.0043478260869563,invalid_preflyby_earth_return,False,0.99131066773433,,C:\Users\willi\MEX\PPO LSTM CR3BP\PPO LSTM CR3BP V4\rough_scenario_classification\handoff_library_previews\libidx_000006__row_001881__label_2__invalid_preflyby_earth_return.png
7,1914,2,bad,0.8885312555607496,3.010144927536232,invalid_preflyby_earth_return,False,0.9903279168283688,,C:\Users\willi\MEX\PPO LSTM CR3BP\PPO LSTM CR3BP V4\rough_scenario_classification\handoff_library_previews\libidx_000007__row_001914__label_2__invalid_preflyby_earth_return.png
8,1916,2,bad,1.015464292069428,3.010144927536232,invalid_preflyby_earth_return,False,0.9922817057899228,,C:\Users\willi\MEX\PPO LSTM CR3BP\PPO LSTM CR3BP V4\rough_scenario_classification\handoff_library_previews\libidx_000008__row_001916__label_2__invalid_preflyby_earth_return.png
9,1947,2,bad,2.982926357953945,3.010144927536232,invalid_preflyby_earth_return,False,0.6366294887237176,,C:\Users\willi\MEX\PPO LSTM CR3BP\PPO LSTM CR3BP V4\rough_scenario_classification\handoff_library_previews\libidx_000009__row_001947__label_2__invalid_preflyby_earth_return.png
10,1980,2,bad,5.07732146034714,3.010144927536232,invalid_preflyby_earth_return,False,0.9923049414761632,,C:\Users\willi\MEX\PPO LSTM CR3BP\PPO LSTM CR3BP V4\rough_scenario_classification\handoff_library_previews\libidx_000010__row_001980__label_2__invalid_preflyby_earth_return.png
11,2000,2,bad,0.0,3.0159420289855072,invalid_preflyby_earth_return,False,0.9824418606131649,,C:\Users\willi\MEX\PPO LSTM CR3BP\PPO LSTM CR3BP V4\rough_scenario_classification\handoff_library_previews\libidx_000011__row_002000__label_2__invalid_preflyby_earth_return.png
12,2042,2,bad,2.6655937666822487,3.0159420289855072,invalid_preflyby_earth_return,False,0.7929733920886879,,C:\Users\willi\MEX\PPO LSTM CR3BP\PPO LSTM CR3BP V4\rough_scenario_classification\handoff_library_previews\libidx_000012__row_002042__label_2__invalid_preflyby_earth_return.png
13,2065,2,bad,4.125323686532052,3.0159420289855072,invalid_preflyby_earth_return,False,0.5471385917931968,,C:\Users\willi\MEX\PPO LSTM CR3BP\PPO LSTM CR3BP V4\rough_scenario_classification\handoff_library_previews\libidx_000013__row_002065__label_2__invalid_preflyby_earth_return.png
14,2076,2,bad,4.823455387329783,3.0159420289855072,invalid_preflyby_earth_return,False,0.90665882533506,,C:\Users\willi\MEX\PPO LSTM CR3BP\PPO LSTM CR3BP V4\rough_scenario_classification\handoff_library_previews\libidx_000014__row_002076__label_2__invalid_preflyby_earth_return.png
15,2106,2,bad,0.3807991095260356,3.0217391304347823,invalid_preflyby_earth_return,False,0.9843504255777684,,C:\Users\willi\MEX\PPO LSTM CR3BP\PPO LSTM CR3BP V4\rough_scenario_classification\handoff_library_previews\libidx_000015__row_002106__label_2__invalid_preflyby_earth_return.png
16,2107,2,bad,0.4442656277803748,3.0217391304347823,invalid_preflyby_earth_return,False,0.9849024784386956,,C:\Users\willi\MEX\PPO LSTM CR3BP\PPO LSTM CR3BP V4\rough_scenario_classification\handoff_library_previews\libidx_000016__row_002107__label_2__invalid_preflyby_earth_return.png
17,2129,2,bad,1.8405290293758385,3.0217391304347823,invalid_preflyby_earth_return,False,1.006419503151229,,C:\Users\willi\MEX\PPO LSTM CR3BP\PPO LSTM CR3BP V4\rough_scenario_classification\handoff_library_previews\libidx_000017__row_002129__label_2__invalid_preflyby_earth_return.png
18,2191,2,bad,5.775453161144872,3.0217391304347823,invalid_preflyby_earth_return,False,0.9838712686594552,,C:\Users\willi\MEX\PPO LSTM CR3BP\PPO LSTM CR3BP V4\rough_scenario_classification\handoff_library_previews\libidx_000018__row_002191__label_2__invalid_preflyby_earth_return.png
19,2192,2,bad,5.838919679399211,3.0217391304347823,invalid_preflyby_earth_return,False,0.9834477094539724,,C:\Users\willi\MEX\PPO LSTM CR3BP\PPO LSTM CR3BP V4\rough_scenario_classification\handoff_library_previews\libidx_000019__row_002192__label_2__invalid_preflyby_earth_return.png
20,2224,2,bad,1.5231964381041423,3.0275362318840577,invalid_preflyby_earth_return,False,1.0009841897242742,,C:\Users\willi\MEX\PPO LSTM CR3BP\PPO LSTM CR3BP V4\rough_scenario_classification\handoff_library_previews\libidx_000020__row_002224__label_2__invalid_preflyby_earth_return.png
21,2280,2,bad,5.07732146034714,3.0275362318840577,invalid_preflyby_earth_return,False,0.9923023922635088,,C:\Users\willi\MEX\PPO LSTM CR3BP\PPO LSTM CR3BP V4\rough_scenario_classification\handoff_library_previews\libidx_000021__row_002280__label_2__invalid_preflyby_earth_return.png
22,2282,2,bad,5.204254496855819,3.0275362318840577,invalid_preflyby_earth_return,False,0.9903471403587828,,C:\Users\willi\MEX\PPO LSTM CR3BP\PPO LSTM CR3BP V4\rough_scenario_classification\handoff_library_previews\libidx_000022__row_002282__label_2__invalid_preflyby_earth_return.png
23,2305,2,bad,0.3173325912716963,3.033333333333333,invalid_preflyby_earth_return,False,0.9838628255348536,,C:\Users\willi\MEX\PPO LSTM CR3BP\PPO LSTM CR3BP V4\rough_scenario_classification\handoff_library_previews\libidx_000023__row_002305__label_2__invalid_preflyby_earth_return.png
24,2324,2,bad,1.5231964381041423,3.033333333333333,invalid_preflyby_earth_return,False,1.0009850934717606,,C:\Users\willi\MEX\PPO LSTM CR3BP\PPO LSTM CR3BP V4\rough_scenario_classification\handoff_library_previews\libidx_000024__row_002324__label_2__invalid_preflyby_earth_return.png
25,2349,2,bad,3.109859394462624,3.033333333333333,invalid_preflyby_earth_return,False,0.575732266179185,,C:\Users\willi\MEX\PPO LSTM CR3BP\PPO LSTM CR3BP V4\rough_scenario_classification\handoff_library_previews\libidx_000025__row_002349__label_2__invalid_preflyby_earth_return.png
26,2362,2,bad,3.934924131769034,3.033333333333333,invalid_preflyby_earth_return,False,0.3811700546227271,,C:\Users\willi\MEX\PPO LSTM CR3BP\PPO LSTM CR3BP V4\rough_scenario_classification\handoff_library_previews\libidx_000026__row_002362__label_2__invalid_preflyby_earth_return.png
27,2376,2,bad,4.823455387329783,3.033333333333333,invalid_preflyby_earth_return,False,0.8855403313080998,,C:\Users\willi\MEX\PPO LSTM CR3BP\PPO LSTM CR3BP V4\rough_scenario_classification\handoff_library_previews\libidx_000027__row_002376__label_2__invalid_preflyby_earth_return.png
28,2403,2,bad,0.1903995547630178,3.0391304347826087,invalid_preflyby_earth_return,False,0.9830860259364084,,C:\Users\willi\MEX\PPO LSTM CR3BP\PPO LSTM CR3BP V4\rough_scenario_classification\handoff_library_previews\libidx_000028__row_002403__label_2__invalid_preflyby_earth_return.png
29,2442,2,bad,2.6655937666822487,3.0391304347826087,invalid_preflyby_earth_return,False,0.8090502092182865,,C:\Users\willi\MEX\PPO LSTM CR3BP\PPO LSTM CR3BP V4\rough_scenario_classification\handoff_library_previews\libidx_000029__row_002442__label_2__invalid_preflyby_earth_return.png
30,2464,2,bad,4.0618571682777125,3.0391304347826087,invalid_preflyby_earth_return,False,0.3843007360459313,,C:\Users\willi\MEX\PPO LSTM CR3BP\PPO LSTM CR3BP V4\rough_scenario_classification\handoff_library_previews\libidx_000030__row_002464__label_2__invalid_preflyby_earth_return.png
31,2477,2,bad,4.886921905584122,3.0391304347826087,invalid_preflyby_earth_return,False,0.9213807845410782,,C:\Users\willi\MEX\PPO LSTM CR3BP\PPO LSTM CR3BP V4\rough_scenario_classification\handoff_library_previews\libidx_000031__row_002477__label_2__invalid_preflyby_earth_return.png
32,2479,2,bad,5.013854942092801,3.0391304347826087,invalid_preflyby_earth_return,False,0.9933264122436272,,C:\Users\willi\MEX\PPO LSTM CR3BP\PPO LSTM CR3BP V4\rough_scenario_classification\handoff_library_previews\libidx_000032__row_002479__label_2__invalid_preflyby_earth_return.png
33,2492,2,bad,5.838919679399211,3.0391304347826087,invalid_preflyby_earth_return,False,0.983446527958822,,C:\Users\willi\MEX\PPO LSTM CR3BP\PPO LSTM CR3BP V4\rough_scenario_classification\handoff_library_previews\libidx_000033__row_002492__label_2__invalid_preflyby_earth_return.png
34,2512,2,bad,0.7615982190520711,3.044927536231884,invalid_preflyby_earth_return,False,0.9885332775550576,,C:\Users\willi\MEX\PPO LSTM CR3BP\PPO LSTM CR3BP V4\rough_scenario_classification\handoff_library_previews\libidx_000034__row_002512__label_2__invalid_preflyby_earth_return.png
35,2609,2,bad,0.5711986642890533,3.050724637681159,invalid_preflyby_earth_return,False,0.986191131305528,,C:\Users\willi\MEX\PPO LSTM CR3BP\PPO LSTM CR3BP V4\rough_scenario_classification\handoff_library_previews\libidx_000035__row_002609__label_2__invalid_preflyby_earth_return.png
36,2617,2,bad,1.0789308103237674,3.050724637681159,invalid_preflyby_earth_return,False,0.993312482580234,,C:\Users\willi\MEX\PPO LSTM CR3BP\PPO LSTM CR3BP V4\rough_scenario_classification\handoff_library_previews\libidx_000036__row_002617__label_2__invalid_preflyby_earth_return.png
37,2690,2,bad,5.711986642890533,3.050724637681159,invalid_preflyby_earth_return,False,0.9843582522852572,,C:\Users\willi\MEX\PPO LSTM CR3BP\PPO LSTM CR3BP V4\rough_scenario_classification\handoff_library_previews\libidx_000037__row_002690__label_2__invalid_preflyby_earth_return.png
38,2762,2,bad,3.934924131769034,3.0565217391304347,invalid_preflyby_earth_return,False,0.2234964982552067,,C:\Users\willi\MEX\PPO LSTM CR3BP\PPO LSTM CR3BP V4\rough_scenario_classification\handoff_library_previews\libidx_000038__row_002762__label_2__invalid_preflyby_earth_return.png
39,2773,2,bad,4.6330558325667655,3.0565217391304347,invalid_preflyby_earth_return,False,0.6427892391877116,,C:\Users\willi\MEX\PPO LSTM CR3BP\PPO LSTM CR3BP V4\rough_scenario_classification\handoff_library_previews\libidx_000039__row_002773__label_2__invalid_preflyby_earth_return.png
40,2779,2,bad,5.013854942092801,3.0565217391304347,invalid_preflyby_earth_return,False,0.9297915012954716,,C:\Users\willi\MEX\PPO LSTM CR3BP\PPO LSTM CR3BP V4\rough_scenario_classification\handoff_library_previews\libidx_000040__row_002779__label_2__invalid_preflyby_earth_return.png
41,2791,2,bad,5.775453161144872,3.0565217391304347,invalid_preflyby_earth_return,False,0.9838685957403636,,C:\Users\willi\MEX\PPO LSTM CR3BP\PPO LSTM CR3BP V4\rough_scenario_classification\handoff_library_previews\libidx_000041__row_002791__label_2__invalid_preflyby_earth_return.png
42,2852,2,bad,3.3002589492256416,3.06231884057971,invalid_preflyby_earth_return,False,0.4604175690261476,,C:\Users\willi\MEX\PPO LSTM CR3BP\PPO LSTM CR3BP V4\rough_scenario_classification\handoff_library_previews\libidx_000042__row_002852__label_2__invalid_preflyby_earth_return.png
43,2872,2,bad,4.569589314312426,3.06231884057971,invalid_preflyby_earth_return,False,0.4886286503318905,,C:\Users\willi\MEX\PPO LSTM CR3BP\PPO LSTM CR3BP V4\rough_scenario_classification\handoff_library_previews\libidx_000043__row_002872__label_2__invalid_preflyby_earth_return.png
44,2886,2,bad,5.458120569873176,3.06231884057971,invalid_preflyby_earth_return,False,0.986927603999096,,C:\Users\willi\MEX\PPO LSTM CR3BP\PPO LSTM CR3BP V4\rough_scenario_classification\handoff_library_previews\libidx_000044__row_002886__label_2__invalid_preflyby_earth_return.png
45,2899,2,bad,6.283185307179586,3.06231884057971,invalid_preflyby_earth_return,False,0.9824418709454414,,C:\Users\willi\MEX\PPO LSTM CR3BP\PPO LSTM CR3BP V4\rough_scenario_classification\handoff_library_previews\libidx_000045__row_002899__label_2__invalid_preflyby_earth_return.png
46,2924,2,bad,1.5231964381041423,3.068115942028985,invalid_preflyby_earth_return,False,1.000990515956821,,C:\Users\willi\MEX\PPO LSTM CR3BP\PPO LSTM CR3BP V4\rough_scenario_classification\handoff_library_previews\libidx_000046__row_002924__label_2__invalid_preflyby_earth_return.png
47,2938,2,bad,2.411727693664892,3.068115942028985,invalid_preflyby_earth_return,False,0.9297754765465628,,C:\Users\willi\MEX\PPO LSTM CR3BP\PPO LSTM CR3BP V4\rough_scenario_classification\handoff_library_previews\libidx_000047__row_002938__label_2__invalid_preflyby_earth_return.png
48,2947,2,bad,2.982926357953945,3.068115942028985,invalid_preflyby_earth_return,False,0.6432774346522675,,C:\Users\willi\MEX\PPO LSTM CR3BP\PPO LSTM CR3BP V4\rough_scenario_classification\handoff_library_previews\libidx_000048__row_002947__label_2__invalid_preflyby_earth_return.png
49,2959,2,bad,3.744524577006016,3.068115942028985,invalid_preflyby_earth_return,False,0.212076597850389,,C:\Users\willi\MEX\PPO LSTM CR3BP\PPO LSTM CR3BP V4\rough_scenario_classification\handoff_library_previews\libidx_000049__row_002959__label_2__invalid_preflyby_earth_return.png
50,2964,1,savable,4.0618571682777125,3.068115942028985,invalid_preflyby_earth_return,False,0.1425094500827561,,C:\Users\willi\MEX\PPO LSTM CR3BP\PPO LSTM CR3BP V4\rough_scenario_classification\handoff_library_previews\libidx_000050__row_002964__label_1__invalid_preflyby_earth_return.png
51,2965,1,savable,4.125323686532052,3.068115942028985,invalid_preflyby_earth_return,False,0.1456704944967988,,C:\Users\willi\MEX\PPO LSTM CR3BP\PPO LSTM CR3BP V4\rough_scenario_classification\handoff_library_previews\libidx_000051__row_002965__label_1__invalid_preflyby_earth_return.png
52,2966,1,savable,4.188790204786391,3.068115942028985,invalid_preflyby_earth_return,False,0.1700809232982253,,C:\Users\willi\MEX\PPO LSTM CR3BP\PPO LSTM CR3BP V4\rough_scenario_classification\handoff_library_previews\libidx_000052__row_002966__label_1__invalid_preflyby_earth_return.png
53,2969,2,bad,4.3791897595494085,3.068115942028985,invalid_preflyby_earth_return,False,0.2379755124687167,,C:\Users\willi\MEX\PPO LSTM CR3BP\PPO LSTM CR3BP V4\rough_scenario_classification\handoff_library_previews\libidx_000053__row_002969__label_2__invalid_preflyby_earth_return.png
54,2972,2,bad,4.569589314312426,3.068115942028985,invalid_preflyby_earth_return,False,0.4643340102799054,,C:\Users\willi\MEX\PPO LSTM CR3BP\PPO LSTM CR3BP V4\rough_scenario_classification\handoff_library_previews\libidx_000054__row_002972__label_2__invalid_preflyby_earth_return.png
55,2983,2,bad,5.267721015110158,3.068115942028985,invalid_preflyby_earth_return,False,0.9894202966687872,,C:\Users\willi\MEX\PPO LSTM CR3BP\PPO LSTM CR3BP V4\rough_scenario_classification\handoff_library_previews\libidx_000055__row_002983__label_2__invalid_preflyby_earth_return.png
56,2984,2,bad,5.331187533364497,3.068115942028985,invalid_preflyby_earth_return,False,0.988541718990374,,C:\Users\willi\MEX\PPO LSTM CR3BP\PPO LSTM CR3BP V4\rough_scenario_classification\handoff_library_previews\libidx_000056__row_002984__label_2__invalid_preflyby_earth_return.png
57,2992,2,bad,5.838919679399211,3.068115942028985,invalid_preflyby_earth_return,False,0.9834445588126872,,C:\Users\willi\MEX\PPO LSTM CR3BP\PPO LSTM CR3BP V4\rough_scenario_classification\handoff_library_previews\libidx_000057__row_002992__label_2__invalid_preflyby_earth_return.png
58,3011,2,bad,0.6981317007977318,3.0739130434782607,invalid_preflyby_earth_return,False,0.9877044505991556,,C:\Users\willi\MEX\PPO LSTM CR3BP\PPO LSTM CR3BP V4\rough_scenario_classification\handoff_library_previews\libidx_000058__row_003011__label_2__invalid_preflyby_earth_return.png
59,3017,2,bad,1.0789308103237674,3.0739130434782607,invalid_preflyby_earth_return,False,0.9933156975835256,,C:\Users\willi\MEX\PPO LSTM CR3BP\PPO LSTM CR3BP V4\rough_scenario_classification\handoff_library_previews\libidx_000059__row_003017__label_2__invalid_preflyby_earth_return.png
60,3056,2,bad,3.5541250222429985,3.0739130434782607,invalid_preflyby_earth_return,False,0.3061459697158576,,C:\Users\willi\MEX\PPO LSTM CR3BP\PPO LSTM CR3BP V4\rough_scenario_classification\handoff_library_previews\libidx_000060__row_003056__label_2__invalid_preflyby_earth_return.png
61,3057,2,bad,3.6175915404973376,3.0739130434782607,invalid_preflyby_earth_return,False,0.2756855299983146,,C:\Users\willi\MEX\PPO LSTM CR3BP\PPO LSTM CR3BP V4\rough_scenario_classification\handoff_library_previews\libidx_000061__row_003057__label_2__invalid_preflyby_earth_return.png
62,3064,1,savable,4.0618571682777125,3.0739130434782607,invalid_preflyby_earth_return,False,0.1014936252028937,,C:\Users\willi\MEX\PPO LSTM CR3BP\PPO LSTM CR3BP V4\rough_scenario_classification\handoff_library_previews\libidx_000062__row_003064__label_1__invalid_preflyby_earth_return.png
63,3065,1,savable,4.125323686532052,3.0739130434782607,invalid_preflyby_earth_return,False,0.0912049010264692,,C:\Users\willi\MEX\PPO LSTM CR3BP\PPO LSTM CR3BP V4\rough_scenario_classification\handoff_library_previews\libidx_000063__row_003065__label_1__invalid_preflyby_earth_return.png
64,3066,1,savable,4.188790204786391,3.0739130434782607,invalid_preflyby_earth_return,False,0.1170673785134118,,C:\Users\willi\MEX\PPO LSTM CR3BP\PPO LSTM CR3BP V4\rough_scenario_classification\handoff_library_previews\libidx_000064__row_003066__label_1__invalid_preflyby_earth_return.png
65,3067,1,savable,4.25225672304073,3.0739130434782607,invalid_preflyby_earth_return,False,0.1093678056821986,,C:\Users\willi\MEX\PPO LSTM CR3BP\PPO LSTM CR3BP V4\rough_scenario_classification\handoff_library_previews\libidx_000065__row_003067__label_1__invalid_preflyby_earth_return.png
66,3068,1,savable,4.3157232412950695,3.0739130434782607,invalid_preflyby_earth_return,False,0.132642493496878,,C:\Users\willi\MEX\PPO LSTM CR3BP\PPO LSTM CR3BP V4\rough_scenario_classification\handoff_library_previews\libidx_000066__row_003068__label_1__invalid_preflyby_earth_return.png
67,3069,1,savable,4.3791897595494085,3.0739130434782607,invalid_preflyby_earth_return,False,0.162394907834705,,C:\Users\willi\MEX\PPO LSTM CR3BP\PPO LSTM CR3BP V4\rough_scenario_classification\handoff_library_previews\libidx_000067__row_003069__label_1__invalid_preflyby_earth_return.png
68,3072,2,bad,4.569589314312426,3.0739130434782607,invalid_preflyby_earth_return,False,0.2575355169308305,,C:\Users\willi\MEX\PPO LSTM CR3BP\PPO LSTM CR3BP V4\rough_scenario_classification\handoff_library_previews\libidx_000068__row_003072__label_2__invalid_preflyby_earth_return.png
69,3084,2,bad,5.331187533364497,3.0739130434782607,invalid_preflyby_earth_return,False,0.988540975336386,,C:\Users\willi\MEX\PPO LSTM CR3BP\PPO LSTM CR3BP V4\rough_scenario_classification\handoff_library_previews\libidx_000069__row_003084__label_2__invalid_preflyby_earth_return.png
70,3097,2,bad,6.156252270670908,3.0739130434782607,invalid_preflyby_earth_return,False,0.9823699940889912,,C:\Users\willi\MEX\PPO LSTM CR3BP\PPO LSTM CR3BP V4\rough_scenario_classification\handoff_library_previews\libidx_000070__row_003097__label_2__invalid_preflyby_earth_return.png
71,3105,2,bad,0.3173325912716963,3.079710144927536,invalid_preflyby_earth_return,False,0.9838651300159942,,C:\Users\willi\MEX\PPO LSTM CR3BP\PPO LSTM CR3BP V4\rough_scenario_classification\handoff_library_previews\libidx_000071__row_003105__label_2__invalid_preflyby_earth_return.png
72,3117,2,bad,1.0789308103237674,3.079710144927536,invalid_preflyby_earth_return,False,0.9933165013347366,,C:\Users\willi\MEX\PPO LSTM CR3BP\PPO LSTM CR3BP V4\rough_scenario_classification\handoff_library_previews\libidx_000072__row_003117__label_2__invalid_preflyby_earth_return.png
73,3125,2,bad,1.5866629563584815,3.079710144927536,invalid_preflyby_earth_return,False,1.0021063997438042,,C:\Users\willi\MEX\PPO LSTM CR3BP\PPO LSTM CR3BP V4\rough_scenario_classification\handoff_library_previews\libidx_000073__row_003125__label_2__invalid_preflyby_earth_return.png
74,3142,2,bad,2.6655937666822487,3.079710144927536,invalid_preflyby_earth_return,False,0.8290967313275966,,C:\Users\willi\MEX\PPO LSTM CR3BP\PPO LSTM CR3BP V4\rough_scenario_classification\handoff_library_previews\libidx_000074__row_003142__label_2__invalid_preflyby_earth_return.png
75,3145,2,bad,2.855993321445266,3.079710144927536,invalid_preflyby_earth_return,False,0.7248501823469972,,C:\Users\willi\MEX\PPO LSTM CR3BP\PPO LSTM CR3BP V4\rough_scenario_classification\handoff_library_previews\libidx_000075__row_003145__label_2__invalid_preflyby_earth_return.png
76,3149,2,bad,3.109859394462624,3.079710144927536,invalid_preflyby_earth_return,False,0.5730755770682495,,C:\Users\willi\MEX\PPO LSTM CR3BP\PPO LSTM CR3BP V4\rough_scenario_classification\handoff_library_previews\libidx_000076__row_003149__label_2__invalid_preflyby_earth_return.png
77,3166,2,bad,4.188790204786391,3.079710144927536,timeout,False,0.065876032660341,0.8796333216208321,C:\Users\willi\MEX\PPO LSTM CR3BP\PPO LSTM CR3BP V4\rough_scenario_classification\handoff_library_previews\libidx_000077__row_003166__label_2__timeout.png
78,3169,1,savable,4.3791897595494085,3.079710144927536,invalid_preflyby_earth_return,False,0.0812227871314627,,C:\Users\willi\MEX\PPO LSTM CR3BP\PPO LSTM CR3BP V4\rough_scenario_classification\handoff_library_previews\libidx_000078__row_003169__label_1__invalid_preflyby_earth_return.png
79,3170,1,savable,4.442656277803748,3.079710144927536,invalid_preflyby_earth_return,False,0.092366618058449,,C:\Users\willi\MEX\PPO LSTM CR3BP\PPO LSTM CR3BP V4\rough_scenario_classification\handoff_library_previews\libidx_000079__row_003170__label_1__invalid_preflyby_earth_return.png
80,3171,1,savable,4.506122796058087,3.079710144927536,invalid_preflyby_earth_return,False,0.1386092078909942,,C:\Users\willi\MEX\PPO LSTM CR3BP\PPO LSTM CR3BP V4\rough_scenario_classification\handoff_library_previews\libidx_000080__row_003171__label_1__invalid_preflyby_earth_return.png
81,3172,1,savable,4.569589314312426,3.079710144927536,invalid_preflyby_earth_return,False,0.1508896244973746,,C:\Users\willi\MEX\PPO LSTM CR3BP\PPO LSTM CR3BP V4\rough_scenario_classification\handoff_library_previews\libidx_000081__row_003172__label_1__invalid_preflyby_earth_return.png
82,3173,2,bad,4.6330558325667655,3.079710144927536,invalid_preflyby_earth_return,False,0.1829134947557709,,C:\Users\willi\MEX\PPO LSTM CR3BP\PPO LSTM CR3BP V4\rough_scenario_classification\handoff_library_previews\libidx_000082__row_003173__label_2__invalid_preflyby_earth_return.png
